SYMBOL, SERIES, DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY, DELIV_PER
ECLFINANCE, NK, 18-Sep-2019,833.58,850.5,850.5,840.5,840.5,840.5,845.5,100,0.85,3,100,100
ECLFINANCE, NM, 18-Sep-2019,935,935,935,930,935,934.82,934.64,127,1.19,15,105,82.68
ECLFINANCE, NN, 18-Sep-2019,905.73,905.5,905.6,905.5,905.5,905.53,905.53,40,0.36,6,40,100
ECLFINANCE, NO, 18-Sep-2019,945,930,940,930,940,940,931.67,120,1.12,2,120,100
ECLFINANCE, NR, 18-Sep-2019,966.99,972.5,972.5,961.5,971.98,970.3,971.54,6559,63.72,19,6348,96.78
ECLFINANCE, NS, 18-Sep-2019,960,950,950,950,950,950,950,2,0.02,1,2,100
EDELWEISS, EQ, 18-Sep-2019,103.05,104.1,107.8,103.6,105.9,106.45,105.5,2024205,2135.58,12119,682419,33.71
EDL, BZ, 18-Sep-2019,5.6,5.35,5.6,5.35,5.35,5.35,5.35,4402,0.24,10, -, -
EDUCOMP, BZ, 18-Sep-2019,1.25,1.25,1.3,1.2,1.3,1.3,1.22,23056,0.28,27, -, -
EHFLNCD, N3, 18-Sep-2019,900,905,905,905,905,905,905,37,0.33,2,37,100
EHFLNCD, N4, 18-Sep-2019,1201,1225,1230,1225,1230,1230,1228.72,39,0.48,4,39,100
EHFLNCD, N5, 18-Sep-2019,830,849.6,849.6,849.6,849.6,849.6,849.6,27,0.23,4,27,100
EHFLNCD, N6, 18-Sep-2019,834,834,834,820,820,820.94,829.1,399,3.31,16,399,100
EICHERMOT, EQ, 18-Sep-2019,16284.95,16500,16554.95,15842,16043,16030.4,16104.65,167775,27019.57,40531,15821,9.43
EIDPARRY, EQ, 18-Sep-2019,163.5,164.6,168.75,163.15,166.95,165.85,166.13,57766,95.97,2196,21148,36.61
EIFFL, SM, 18-Sep-2019,91.4,91.75,92,91.75,92,92,91.88,3200,2.94,2,3200,100
EIHAHOTELS, EQ, 18-Sep-2019,311.45,323,345.7,310.45,313,317.15,327.82,12618,41.36,628,6745,53.46
EIHOTEL, EQ, 18-Sep-2019,157.9,161.5,163.5,156.2,156.2,156.9,159.55,177511,283.23,2678,62349,35.12
EIMCOELECO, EQ, 18-Sep-2019,286.7,284.95,295,284.95,295,290.45,288.72,589,1.7,27,483,82
EKC, EQ, 18-Sep-2019,25.35,25.5,26.25,24.05,24.5,24.65,25.22,58004,14.63,536,35148,60.6
ELAND, EQ, 18-Sep-2019,4.7,4.85,4.85,4.6,4.6,4.6,4.72,679,0.03,10,678,99.85
ELECON, EQ, 18-Sep-2019,31.95,32.15,32.7,32,32.15,32.15,32.38,79753,25.83,1617,65660,82.33
ELECTCAST, EQ, 18-Sep-2019,15.9,15.9,16.35,15.65,15.7,15.75,15.92,18535,2.95,95,13129,70.83
ELECTHERM, EQ, 18-Sep-2019,145.3,149.85,152.25,144.9,150,149,149.1,10545,15.72,287,7282,69.06
ELGIEQUIP, EQ, 18-Sep-2019,253.65,253.1,254,251.9,252.5,252.55,252.35,3636,9.18,259,3053,83.97
ELGIRUBCO, EQ, 18-Sep-2019,17.05,17.5,17.8,16.6,17.3,16.95,16.95,3251,0.55,55,2556,78.62
EMAMILTD, EQ, 18-Sep-2019,313.3,316.95,324.8,311.1,317.1,314.8,318.62,418087,1332.13,11542,278295,66.56
EMAMIPAP, EQ, 18-Sep-2019,88.55,88.55,92.95,85.6,90,91.8,91.42,2330,2.13,71,1761,75.58
EMAMIREAL, EQ, 18-Sep-2019,54.45,54.15,57.15,54,57.15,57.05,56.33,26444,14.9,348,20288,76.72
EMBASSY, RR, 18-Sep-2019,394.63,399.98,402,395.02,399,397.96,398.41,214800,855.79,521,165600,77.09
EMCO, BE, 18-Sep-2019,1.15,1.1,1.2,1.1,1.2,1.1,1.1,610,0.01,5, -, -
EMKAY, EQ, 18-Sep-2019,60.45,60.1,62.5,58.3,58.75,59.1,59.86,7668,4.59,215,4573,59.64
EMMBI, EQ, 18-Sep-2019,129.25,132.65,132.65,126.35,128.3,129.3,129.04,1457,1.88,158,773,53.05
EMOFSR1RGG, MF, 18-Sep-2019,7.53,7.33,7.53,7.33,7.53,7.53,7.5,9898,0.74,8,9898,100
ENDURANCE, EQ, 18-Sep-2019,934.35,935.05,949.8,910.35,910.5,914.25,921.62,15390,141.84,1966,5457,35.46
ENERGYDEV, EQ, 18-Sep-2019,7.85,8.35,8.35,7.35,7.35,7.4,7.67,47298,3.63,211,34656,73.27
ENGINERSIN, EQ, 18-Sep-2019,108.8,109.45,111,107.1,109.6,109.15,109.07,1065337,1162.01,8287,167669,15.74
ENIL, EQ, 18-Sep-2019,354.55,353.55,364.2,345.1,348.1,348.1,351.41,4527,15.91,326,3373,74.51
EON, EQ, 18-Sep-2019,15.1,15.2,15.85,15.15,15.65,15.6,15.61,10141,1.58,126,7004,69.07
EQ30, EQ, 18-Sep-2019,307,303,325,278.9,290,287.32,297.87,182,0.54,39,126,69.23
EQUITAS, EQ, 18-Sep-2019,100.7,101.3,102.35,98.55,99.25,99.6,100.37,5046979,5065.5,31295,811016,16.07
ERFLNCDI, N1, 18-Sep-2019,870,871,871,871,871,871,871,5,0.04,1,5,100
ERFLNCDI, N2, 18-Sep-2019,930,930,930,930,930,930,930,3,0.03,1,3,100
ERFLNCDI, N3, 18-Sep-2019,980,1080,1080,1080,1080,1080,1080,2,0.02,2,0,0
ERFLNCDI, N5, 18-Sep-2019,761.55,770,770,755,755,757.5,759.13,230,1.75,3,230,100
ERFLNCDI, N6, 18-Sep-2019,710.11,765,765,765,765,765,765,150,1.15,2,150,100
ERIS, EQ, 18-Sep-2019,407.65,410.8,417.4,404.15,411,411.35,407.26,20595,83.87,1670,12958,62.92
EROSMEDIA, BE, 18-Sep-2019,18.2,18.2,19.05,17.55,18,18,18.3,283124,51.81,952, -, -
ESABINDIA, EQ, 18-Sep-2019,1031.35,1031.3,1063.9,1010,1012,1025.95,1037.3,1540,15.97,416,799,51.88
ESCORTS, EQ, 18-Sep-2019,503.55,507,519,497.3,516,512.85,509.17,5308862,27031.15,90633,449296,8.46
ESSARSHPNG, BE, 18-Sep-2019,8.8,8.5,8.85,8.4,8.7,8.65,8.5,2720,0.23,35, -, -
ESSELPACK, EQ, 18-Sep-2019,107.65,108.2,108.2,105.1,106,105.85,105.94,23973,25.4,365,16409,68.45
ESTER, BE, 18-Sep-2019,36.05,36.65,36.65,34.25,34.75,34.95,34.99,14075,4.93,92, -, -
EUROCERA, BE, 18-Sep-2019,0.55,0.6,0.6,0.5,0.5,0.5,0.52,50,0,2, -, -
EUROMULTI, BE, 18-Sep-2019,0.6,0.55,0.65,0.55,0.55,0.55,0.55,173,0,3, -, -
EUROTEXIND, EQ, 18-Sep-2019,12.35,12.95,12.95,12.95,12.95,12.95,12.95,1,0,1,1,100
EVEREADY, EQ, 18-Sep-2019,54.65,51.95,51.95,51.95,51.95,51.95,51.95,94573,49.13,509,94573,100
EVERESTIND, EQ, 18-Sep-2019,322.65,329,330.25,322,328,326,325.59,14057,45.77,901,6054,43.07
EXCEL, BE, 18-Sep-2019,1.25,1.3,1.3,1.2,1.2,1.2,1.23,20125,0.25,17, -, -
EXCELINDUS, EQ, 18-Sep-2019,893.8,899.95,904.9,890.9,900,898.5,898.6,3388,30.44,480,1709,50.44
EXIDEIND, EQ, 18-Sep-2019,174.95,175,177.15,173,174.25,174.2,174.85,1565505,2737.23,19338,431990,27.59
EXPLEOSOL, EQ, 18-Sep-2019,284.05,290.5,290.5,283.85,288,287.7,285.95,519,1.48,87,327,63.01
FACT, EQ, 18-Sep-2019,38.85,39.5,39.85,39,39.1,39.25,39.38,75641,29.79,769,43620,57.67
FAIRCHEM, EQ, 18-Sep-2019,492.55,493.25,493.25,479.8,482.1,486.35,488.55,4126,20.16,171,3672,89
FCL, EQ, 18-Sep-2019,30,30.45,31.9,30.05,31,30.85,31.07,271773,84.45,2363,95606,35.18
FCONSUMER, EQ, 18-Sep-2019,29.15,29.15,29.5,27.85,28.85,28.7,28.68,3637654,1043.15,3409,2988355,82.15
FCSSOFT, EQ, 18-Sep-2019,0.25,0.3,0.3,0.25,0.3,0.3,0.28,407463,1.13,101,196550,48.24
FDC, EQ, 18-Sep-2019,169.55,172.05,174,169.4,170.25,171.8,171.91,18996,32.66,663,13047,68.68
FEDERALBNK, EQ, 18-Sep-2019,83.75,84.3,85.5,83.8,84.7,84.55,84.6,6520586,5516.68,17593,1113651,17.08
FEL, EQ, 18-Sep-2019,23.15,23.8,23.95,23.05,23.25,23.2,23.45,164266,38.52,892,110849,67.48
FELDVR, EQ, 18-Sep-2019,23.6,24.15,24.15,22.8,22.8,23,23.48,6863,1.61,108,5412,78.86
FIEMIND, EQ, 18-Sep-2019,342.9,343.05,347.4,322,327.6,325.05,329.05,36424,119.85,1784,25084,68.87
FILATEX, EQ, 18-Sep-2019,38.8,39.45,39.6,38.2,39.3,38.65,38.72,121704,47.13,466,92536,76.03
FINCABLES, EQ, 18-Sep-2019,365.7,365.95,372.6,365,367,366.05,367.25,17571,64.53,1156,7392,42.07
FINEORG, EQ, 18-Sep-2019,1588.95,1595,1649,1554.9,1582.5,1574.6,1596.08,5064,80.83,1155,2728,53.87
FINPIPE, EQ, 18-Sep-2019,537.85,539.75,549,539.65,546.1,545.35,544.82,68528,373.36,3072,23086,33.69
FLEXITUFF, EQ, 18-Sep-2019,14.3,14,14.75,13.8,13.8,13.85,13.94,923,0.13,23,713,77.25
FLFL, EQ, 18-Sep-2019,430,430,430,408.2,413.9,415.55,414.2,40463,167.6,2415,20710,51.18
FMGOETZE, EQ, 18-Sep-2019,575.85,578.9,580,560.05,568.2,563,567.94,4424,25.13,1544,2366,53.48
FMNL, EQ, 18-Sep-2019,32.3,32.3,33.6,32.1,32.95,32.85,32.74,10527,3.45,76,4630,43.98
FORCEMOT, EQ, 18-Sep-2019,1179.2,1183,1197.9,1146.1,1158,1156.3,1162.7,16772,195.01,1869,5488,32.72
FORTIS, EQ, 18-Sep-2019,123.85,124,125.4,123.9,125,124.75,124.7,356951,445.12,4888,296197,82.98
FOSECOIND, EQ, 18-Sep-2019,1279.85,1295.95,1305,1273,1300,1299.95,1295.06,694,8.99,50,493,71.04
FRETAIL, EQ, 18-Sep-2019,392.15,394.6,397,390.25,392.9,393.85,392.88,87045,341.98,6150,35208,40.45
FSC, EQ, 18-Sep-2019,549,551,556.7,545.1,548,547,549.42,19053,104.68,539,15750,82.66
FSL, EQ, 18-Sep-2019,51.1,51.95,53.35,50.2,52.5,52.5,51.7,2401268,1241.46,13451,793124,33.03
GABRIEL, EQ, 18-Sep-2019,111.45,115,115,105,108.3,108.85,109.18,54285,59.27,1440,33365,61.46
GAEL, EQ, 18-Sep-2019,160,160,163.95,155.05,156,156,157.89,13905,21.95,518,10039,72.2
GAIL, EQ, 18-Sep-2019,131.9,133.1,135.75,131.65,135.55,134.95,134.07,11512617,15434.97,99603,4114022,35.73
GAL, EQ, 18-Sep-2019,3.05,3,3.05,2.85,3,3,3,2190,0.07,25,1590,72.6
GALAXYSURF, EQ, 18-Sep-2019,1361.95,1342,1370,1332,1340,1338.85,1346.44,5032,67.75,1167,3232,64.23
GALLANTT, EQ, 18-Sep-2019,31.7,31.15,32.3,30.5,31.55,31.8,31.57,1389,0.44,51,1171,84.31
GALLISPAT, EQ, 18-Sep-2019,23.55,24,24.7,23.6,24,23.95,24.39,8890,2.17,77,7013,78.89
GAMMNINFRA, EQ, 18-Sep-2019,0.3,0.35,0.35,0.3,0.35,0.3,0.33,395059,1.3,176,214719,54.35
GANDHITUBE, EQ, 18-Sep-2019,298.3,299.6,299.6,292.45,299.6,296.45,297.6,1750,5.21,110,1525,87.14
GANECOS, EQ, 18-Sep-2019,246.5,249.25,249.25,243,246,245.1,245.7,2026,4.98,106,1298,64.07
GANESHHOUC, EQ, 18-Sep-2019,42.35,45.7,45.7,41.2,43,42.65,43.13,41471,17.89,476,14493,34.95
GANGESSECU, EQ, 18-Sep-2019,42.95,39.9,41,38.2,41,41,40.46,195,0.08,10,150,76.92
GANGOTRI, BZ, 18-Sep-2019,0.3,0.3,0.3,0.3,0.3,0.3,0.3,623,0,2, -, -
GARDENSILK, EQ, 18-Sep-2019,11.8,12.45,12.5,11.6,12.25,12.15,12.14,18463,2.24,124,14340,77.67
GARFIBRES, EQ, 18-Sep-2019,1121.05,1149.95,1149.95,1075,1075,1086,1099.21,66875,735.1,560,60838,90.97
GATI, EQ, 18-Sep-2019,50,50.75,51.8,50.3,50.5,50.5,51,352675,179.88,1316,278691,79.02
GAYAHWS, EQ, 18-Sep-2019,0.3,0.25,0.3,0.25,0.3,0.3,0.29,207752,0.61,81,173800,83.66
GAYAPROJ, EQ, 18-Sep-2019,114.6,117.55,117.55,112.1,113.1,112.95,113.31,7590,8.6,287,4633,61.04
GDL, EQ, 18-Sep-2019,105.35,106.1,106.35,100.1,103,102.85,102.56,93216,95.6,3195,31774,34.09
GEECEE, EQ, 18-Sep-2019,96.2,96.3,101.4,94.35,94.35,95.3,96.39,2455,2.37,85,1137,46.31
GENESYS, EQ, 18-Sep-2019,81.95,81.35,83.4,78.7,79.2,79.95,80.37,5159,4.15,299,3119,60.46
GENUSPAPER, EQ, 18-Sep-2019,6.35,6.55,6.75,6.15,6.45,6.5,6.47,103722,6.71,220,48320,46.59
GENUSPOWER, EQ, 18-Sep-2019,24.3,24.4,24.85,23.6,23.7,23.8,23.89,109621,26.19,445,69728,63.61
GEOJITFSL, EQ, 18-Sep-2019,26.2,26.5,27.15,26.2,26.45,26.45,26.71,91455,24.43,340,60337,65.97
GEPIL, EQ, 18-Sep-2019,754.15,750.2,752.8,745,745,746.15,749.58,9502,71.22,272,8552,90
GESHIP, EQ, 18-Sep-2019,255.5,260,260,246.05,248,249.55,249.98,30576,76.43,1840,20327,66.48
GET&D, EQ, 18-Sep-2019,157.5,158,162.3,151.2,154,153.55,152.06,1349833,2052.5,1023,1336085,98.98
GFLLIMITED, EQ, 18-Sep-2019,68.4,71.45,71.8,71,71.8,71.8,71.76,112646,80.83,318,91046,80.82
GFSTEELS, BE, 18-Sep-2019,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2950,0.09,4, -, -
GHCL, EQ, 18-Sep-2019,200.75,203.9,209.9,200.75,205.9,206.65,205.48,178690,367.18,4314,50457,28.24
GICHSGFIN, EQ, 18-Sep-2019,175.05,175.05,177.1,174,175,175.5,175.37,23516,41.24,873,8992,38.24
GICRE, EQ, 18-Sep-2019,184.5,185.95,187.7,182.05,183.55,184.1,184.43,23617,43.56,1184,11498,48.69
GILLANDERS, EQ, 18-Sep-2019,31,33.4,33.4,29.6,31,31,30.54,2112,0.65,27,1125,53.27
GILLETTE, EQ, 18-Sep-2019,6975.9,6995,7042.7,6915.5,7007,6991.5,6993.71,1814,126.87,778,1276,70.34
GINNIFILA, EQ, 18-Sep-2019,9.65,9.9,9.9,9.6,9.75,9.75,9.71,10731,1.04,50,7629,71.09
GIPCL, EQ, 18-Sep-2019,69.45,69.8,70.95,69.25,70.9,70.5,70.28,51323,36.07,526,37898,73.84
GKWLIMITED, EQ, 18-Sep-2019,701.8,691.25,695.1,691.2,695.1,695.1,691.29,46,0.32,5,45,97.83
GLAXO, EQ, 18-Sep-2019,1364.55,1366,1414,1355,1406.35,1409.45,1396,84862,1184.67,10564,58370,68.78
GLENMARK, EQ, 18-Sep-2019,370.6,370.9,371.9,360.3,362,362.85,364.8,1099344,4010.37,23749,304851,27.73
GLOBALVECT, EQ, 18-Sep-2019,59.45,61.45,61.85,59.5,60,59.95,60.16,2113,1.27,107,1172,55.47
GLOBOFFS, EQ, 18-Sep-2019,9.25,9.9,9.9,8.4,8.4,8.45,8.86,55798,4.94,175,35379,63.41
GLOBUSSPR, EQ, 18-Sep-2019,130.6,131.05,133.75,127.95,133.05,132.65,132.32,34661,45.86,908,22203,64.06
GMBREW, EQ, 18-Sep-2019,359.55,362.35,373.7,356,372,369.3,366.35,25821,94.59,1063,11959,46.32
GMDCLTD, EQ, 18-Sep-2019,68.1,68.75,68.8,67.55,68.05,68.1,68.16,83304,56.78,832,55863,67.06
GMMPFAUDLR, EQ, 18-Sep-2019,1495.35,1508,1508,1471.05,1475,1483.25,1491.8,3444,51.38,589,1647,47.82
GMRINFRA, EQ, 18-Sep-2019,16,16.05,16.65,15.85,16.4,16.5,16.24,20782186,3374.07,6357,9965725,47.95
GNA, EQ, 18-Sep-2019,260.2,261,267,256.6,259.55,260.1,260.62,21711,56.58,989,12530,57.71
GNFC, EQ, 18-Sep-2019,189.9,191.55,193.75,189.2,191.7,191.55,191.58,254709,487.97,7202,83882,32.93
GOACARBON, EQ, 18-Sep-2019,337.85,346,365.8,333.1,353.75,358.05,351.38,679003,2385.89,18361,74730,11.01
GOCLCORP, EQ, 18-Sep-2019,310,315.05,337,315,322,321.3,325.31,41518,135.06,1625,16763,40.38
GODFRYPHLP, EQ, 18-Sep-2019,943.05,955.1,1024,941,989,992.7,994.54,807643,8032.35,37538,90646,11.22
GODREJAGRO, EQ, 18-Sep-2019,472.75,473,474.4,466,469.15,470.55,470.37,18903,88.91,1285,11344,60.01
GODREJCP, EQ, 18-Sep-2019,646.45,650.45,652.95,637.5,651.1,649.25,644.79,586262,3780.15,16247,80403,13.71
GODREJIND, EQ, 18-Sep-2019,404.15,404.25,406.75,403,403.9,404.35,404.66,58880,238.26,7230,34742,59
GODREJPROP, EQ, 18-Sep-2019,940.7,945,949.85,920,930,928.1,929.01,170352,1582.59,19053,63751,37.42
GOENKA, BZ, 18-Sep-2019,0.25,0.25,0.3,0.25,0.3,0.25,0.25,21582,0.05,15, -, -
GOKEX, EQ, 18-Sep-2019,88.2,89.15,90.15,88.25,89.9,89,89.12,26207,23.36,412,19423,74.11
GOKUL, EQ, 18-Sep-2019,15.4,15.5,15.75,14.7,15.75,15.7,15.4,21625,3.33,136,18312,84.68
GOKULAGRO, EQ, 18-Sep-2019,15.3,15.3,15.7,14.55,15.5,15.5,15.09,31636,4.77,198,17164,54.25
GOLDBEES, EQ, 18-Sep-2019,3336.4,3320.2,3334.8,3307.75,3313.05,3311.95,3316.69,15054,499.3,1298,9717,64.55
GOLDENTOBC, EQ, 18-Sep-2019,28.95,30.25,30.35,28,30.35,30.35,29.87,4080,1.22,52,1852,45.39
GOLDIAM, EQ, 18-Sep-2019,113.2,115.45,117,112.7,114.5,114.35,114.9,32089,36.87,1587,14474,45.11
GOLDSHARE, EQ, 18-Sep-2019,3460.6,3479.95,3479.95,3431,3436,3436.55,3447.48,457,15.75,147,299,65.43
GOLDTECH, EQ, 18-Sep-2019,10.3,10.65,10.65,10.3,10.6,10.5,10.52,7256,0.76,40,4848,66.81
GOODLUCK, EQ, 18-Sep-2019,58.15,59.25,60.7,58.5,59,59.35,59.35,4213,2.5,78,1795,42.61
GPIL, EQ, 18-Sep-2019,156.4,158.45,159.7,152,155.65,156.05,155.95,57304,89.36,1268,26477,46.2
GPPL, EQ, 18-Sep-2019,79,79.75,79.95,78.55,79.25,78.95,79.14,33193,26.27,539,22226,66.96
GPTINFRA, EQ, 18-Sep-2019,43.8,43.8,43.8,38.2,40.4,40.9,40.06,4975,1.99,674,2756,55.4
GRANULES, EQ, 18-Sep-2019,104.25,105.3,108.3,103.05,106.75,106.8,106.78,1036014,1106.24,9030,402459,38.85
GRAPHITE, EQ, 18-Sep-2019,340,348.65,357.85,331.25,337.35,338.4,343.09,6426472,22048.71,98316,496653,7.73
GRASIM, EQ, 18-Sep-2019,700.95,705.85,711.5,701,703.15,703.1,705.83,814510,5749.08,24816,129136,15.85
GRAVITA, EQ, 18-Sep-2019,50.7,51,51.35,48.15,48.5,48.65,48.95,59943,29.34,693,28451,47.46
GREAVESCOT, EQ, 18-Sep-2019,136.2,135.35,136.8,133.15,134.2,134.45,134.92,276110,372.53,3528,146728,53.14
GREENLAM, EQ, 18-Sep-2019,760.15,747.05,785,747,783,779.6,770.69,745,5.74,90,614,82.42
GREENPLY, EQ, 18-Sep-2019,149.15,149.15,151.35,144.25,150,149.85,147.71,31932,47.17,1346,10817,33.88
GREENPOWER, EQ, 18-Sep-2019,2.4,2.4,2.5,2.4,2.5,2.5,2.5,61203,1.53,64,41000,66.99
GRINDWELL, EQ, 18-Sep-2019,576.7,580.05,586,562.25,563.05,570.6,572.54,8293,47.48,783,4683,56.47
GROBTEA, EQ, 18-Sep-2019,294.95,327.4,329.9,292.1,308,307.6,305.89,380,1.16,47,72,18.95
GRPLTD, EQ, 18-Sep-2019,916.75,960.05,989.2,870.05,919,919,920.33,31,0.29,16,25,80.65
GRSE, EQ, 18-Sep-2019,143.1,144.5,163.9,144.25,159,158.15,154.6,1433478,2216.18,18521,527621,36.81
GRUH, EQ, 18-Sep-2019,245.35,245.7,248.5,240,244.7,245.05,244.02,408483,996.79,13809,268751,65.79
GSCLCEMENT, EQ, 18-Sep-2019,18.5,18.25,18.75,18.25,18.35,18.35,18.48,3934,0.73,33,2435,61.9
GSFC, EQ, 18-Sep-2019,77.3,77.95,78.25,76.8,77.45,77.2,77.5,184728,143.16,5291,69914,37.85
GSKCONS, EQ, 18-Sep-2019,7881.9,7880,7940.2,7828.35,7879.95,7864.15,7872.68,9917,780.73,3060,4143,41.78
GSPL, EQ, 18-Sep-2019,221.45,222,222.65,215.75,217,217.05,218.46,304553,665.33,8056,230139,75.57
GSS, EQ, 18-Sep-2019,36.55,36,37.3,35.45,36.15,35.8,36.26,5674,2.06,156,4215,74.29
GTL, EQ, 18-Sep-2019,2.85,2.85,2.9,2.75,2.75,2.8,2.78,55845,1.55,79,33264,59.56
GTLINFRA, EQ, 18-Sep-2019,0.7,0.75,0.75,0.65,0.7,0.7,0.72,1232109,8.88,194,708836,57.53
GTNIND, EQ, 18-Sep-2019,7.6,7.95,7.95,7.25,7.7,7.7,7.71,1927,0.15,27,1473,76.44
GTNTEX, EQ, 18-Sep-2019,8.2,8.5,8.55,8,8,8,8.28,2923,0.24,11,2923,100
GTPL, EQ, 18-Sep-2019,67.9,68.7,69.15,67.05,69.15,68.95,68.74,24029,16.52,416,15706,65.36
GUFICBIO, EQ, 18-Sep-2019,66.5,66.5,67.95,66.25,67.95,67.4,67.3,10445,7.03,260,7293,69.82
GUJALKALI, EQ, 18-Sep-2019,470.55,474.8,484.7,471,472.8,472.8,477.84,68722,328.38,3915,21028,30.6
GUJAPOLLO, EQ, 18-Sep-2019,145.5,146,159.65,145,159.65,153.85,152.29,9697,14.77,118,9326,96.17
GUJGASLTD, EQ, 18-Sep-2019,174.7,176,176.85,167.3,170,169.25,169.72,313844,532.66,12295,213165,67.92
GUJRAFFIA, BE, 18-Sep-2019,8.35,8.35,8.35,8.35,8.35,8.35,8.35,51,0,2, -, -
GULFOILLUB, EQ, 18-Sep-2019,865.15,872,872,841,845,850.1,852.85,1446,12.33,233,798,55.19
GULFPETRO, EQ, 18-Sep-2019,41.95,41.7,41.7,38.65,40,39.55,39.71,19109,7.59,347,9255,48.43
GULPOLY, BE, 18-Sep-2019,48.25,49.9,49.9,48.05,49.7,49.7,48.72,4050,1.97,26, -, -
GVKPIL, EQ, 18-Sep-2019,4.55,4.6,4.65,4.45,4.5,4.5,4.53,858198,38.86,755,506186,58.98
H1846D27RG, MF, 18-Sep-2019,15.26,16.41,16.41,16.41,16.41,16.41,16.41,500000,82.05,1,500000,100
HAL, EQ, 18-Sep-2019,723,725.05,740,722.5,729.5,729.9,727.9,11230,81.74,1292,6876,61.23
HARITASEAT, EQ, 18-Sep-2019,418,419.4,424,418,418.4,418.7,420.17,624,2.62,40,467,74.84
HARRMALAYA, EQ, 18-Sep-2019,54.25,54.25,58.3,53.9,58,57.6,56.63,167066,94.61,2366,56624,33.89
HATHWAY, EQ, 18-Sep-2019,22.6,22.6,23.7,22.6,23.7,23.65,23.57,1085690,255.88,2471,517804,47.69
HATSUN, E1, 18-Sep-2019,402.05,460,460,460,460,460,460,20,0.09,4,20,100
HATSUN, EQ, 18-Sep-2019,599.8,609.8,609.85,598,606.25,605.5,601.38,2518,15.14,154,1916,76.09
HAVELLS, EQ, 18-Sep-2019,648.95,649,657.5,644.35,650,650,649.42,910391,5912.23,20344,364186,40
HAVISHA, BE, 18-Sep-2019,0.65,0.6,0.6,0.6,0.6,0.6,0.6,5701,0.03,5, -, -
HBLPOWER, EQ, 18-Sep-2019,17.6,17.8,18.2,17.2,17.8,17.8,17.61,74809,13.17,343,50648,67.7
HCC, EQ, 18-Sep-2019,8.85,9.1,9.1,8.8,8.8,8.8,8.89,616176,54.79,3040,311206,50.51
HCG, EQ, 18-Sep-2019,113.35,117.7,117.7,106.3,107.9,107.6,109.84,13669,15.01,493,6155,45.03
HCL-INSYS, EQ, 18-Sep-2019,8.75,9.05,9.05,8.3,8.5,8.45,8.53,630932,53.8,1507,382871,60.68
HCLTECH, EQ, 18-Sep-2019,1055.85,1059.65,1066.95,1050.65,1058,1058.45,1060.21,1286336,13637.87,54606,767559,59.67
HDFC, EQ, 18-Sep-2019,1996.25,2010,2012.4,1982.4,1988.85,1988.3,1993.65,4245697,84644.26,135398,2432742,57.3
HDFCAMC, EQ, 18-Sep-2019,2573.55,2589.6,2658,2575.95,2645,2642.1,2625.26,236643,6212.49,26701,62598,26.45
HDFCBANK, EQ, 18-Sep-2019,2211.35,2217.3,2224.15,2180,2188,2187.75,2203.61,3239971,71396.39,155878,1584011,48.89
HDFCLIFE, EQ, 18-Sep-2019,530.7,533.85,540,533,539.75,539.1,537.76,1460223,7852.46,47238,771636,52.84
HDFCMFGETF, EQ, 18-Sep-2019,3424.15,3420,3420,3387.9,3400,3400.05,3399.72,2176,73.98,190,1864,85.66
HDFCNIFETF, EQ, 18-Sep-2019,1137.57,1143.3,1143.3,1133.23,1138,1138.3,1138.39,1003,11.42,65,913,91.03
HDFCSENETF, EQ, 18-Sep-2019,3832.06,4098,4098,3850,3865.8,3865.8,3907.3,52,2.03,12,42,80.77
HDIL, EQ, 18-Sep-2019,6.1,6,6.15,5.8,5.8,5.8,5.83,1814590,105.78,2532,1319035,72.69
HEG, EQ, 18-Sep-2019,1246,1269,1295,1175.4,1187.3,1192.95,1218.93,1962920,23926.56,102176,254388,12.96
HEIDELBERG, EQ, 18-Sep-2019,187.1,187.35,192,187,187.6,187.75,189.31,241023,456.28,6071,137032,56.85
HEOF1126RG, MF, 18-Sep-2019,9.05,9.05,9.05,8.5,8.5,8.5,8.67,10000,0.87,3,10000,100
HERCULES, EQ, 18-Sep-2019,99.7,99.5,99.5,95.1,95.1,95.55,96.34,33488,32.26,780,15095,45.08
HERITGFOOD, EQ, 18-Sep-2019,381.45,385,387.95,373,375,376.65,380.92,15207,57.93,877,8358,54.96
HEROMOTOCO, EQ, 18-Sep-2019,2568.95,2590,2617,2517,2582.1,2576.1,2571.1,1207661,31050.14,66682,102339,8.47
HESTERBIO, EQ, 18-Sep-2019,1823.1,1840,1840,1776,1780.4,1781.8,1783.62,26342,469.84,448,11641,44.19
HEXATRADEX, BE, 18-Sep-2019,6.7,6.4,6.4,6.4,6.4,6.4,6.4,43455,2.78,68, -, -
HEXAWARE, EQ, 18-Sep-2019,374.65,376,394.15,372.85,380,379.7,385.42,2791012,10757.16,69728,894962,32.07
HFCL, EQ, 18-Sep-2019,19.3,19.4,19.75,19.1,19.15,19.2,19.38,1126209,218.22,11427,553935,49.19
HGINFRA, EQ, 18-Sep-2019,189.2,189.95,190.1,188.3,189.25,189.45,189.61,11518,21.84,978,8896,77.24
